76
24
1	1	2	1	6	60	1	25900.20064	0	6	0
2	1	3	1	4	60	1	23403.47319	0	4	0
3	2	1	1	6	60	1	25900.20064	0	6	0
4	2	6	1	5	60	1	4958.180928	0	5	0
5	3	1	1	4	60	1	23403.47319	0	4	0
6	3	4	1	4	60	1	17110.52372	0	4	0
7	3	12	1	4	60	1	23403.47319	0	4	0
8	4	3	1	4	60	1	17110.52372	0	4	0
9	4	5	1	2	60	1	17782.7941	0	2	0
10	4	11	1	6	60	1	4908.82673	0	6	0
11	5	4	1	2	60	1	17782.7941	0	2	0
12	5	6	1	4	60	1	4947.995469	0	4	0
13	5	9	1	5	60	1	10000	0	5	0
14	6	2	1	5	60	1	4958.180928	0	5	0
15	6	5	1	4	60	1	4947.995469	0	4	0
16	6	8	1	2	60	1	4898.587646	0	2	0
17	7	8	1	3	60	1	7841.81131	0	3	0
18	7	18	1	2	60	1	23403.47319	0	2	0
19	8	6	1	2	60	1	4898.587646	0	2	0
20	8	7	1	3	60	1	7841.81131	0	3	0
21	8	9	1	10	60	1	5050.193156	0	10	0
22	8	16	1	5	60	1	5045.822583	0	5	0
23	9	5	1	5	60	1	10000	0	5	0
24	9	8	1	10	60	1	5050.193156	0	10	0
25	9	10	1	3	60	1	13915.78842	0	3	0
26	10	9	1	3	60	1	13915.78842	0	3	0
27	10	11	1	5	60	1	10000	0	5	0
28	10	15	1	6	60	1	13512.00155	0	6	0
29	10	16	1	4	60	1	4854.917717	0	4	0
30	10	17	1	8	60	1	4993.510694	0	8	0
31	11	4	1	6	60	1	4908.82673	0	6	0
32	11	10	1	5	60	1	10000	0	5	0
33	11	12	1	6	60	1	4908.82673	0	6	0
34	11	14	1	4	60	1	4876.508287	0	4	0
35	12	3	1	4	60	1	23403.47319	0	4	0
36	12	11	1	6	60	1	4908.82673	0	6	0
37	12	13	1	3	60	1	25900.20064	0	3	0
38	13	12	1	3	60	1	25900.20064	0	3	0
39	13	24	1	4	60	1	5091.256152	0	4	0
40	14	11	1	4	60	1	4876.508287	0	4	0
41	14	15	1	5	60	1	5127.526119	0	5	0
42	14	23	1	4	60	1	4924.790605	0	4	0
43	15	10	1	6	60	1	13512.00155	0	6	0
44	15	14	1	5	60	1	5127.526119	0	5	0
45	15	19	1	3	60	1	14564.75315	0	3	0
46	15	22	1	3	60	1	9599.180565	0	3	0
47	16	8	1	5	60	1	5045.822583	0	5	0
48	16	10	1	4	60	1	4854.917717	0	4	0
49	16	17	1	2	60	1	5229.910063	0	2	0
50	16	18	1	3	60	1	19679.89671	0	3	0
51	17	10	1	8	60	1	4993.510694	0	8	0
52	17	16	1	2	60	1	5229.910063	0	2	0
53	17	19	1	2	60	1	4823.950831	0	2	0
54	18	7	1	2	60	1	23403.47319	0	2	0
55	18	16	1	3	60	1	19679.89671	0	3	0
56	18	20	1	4	60	1	23403.47319	0	4	0
57	19	15	1	3	60	1	14564.75315	0	3	0
58	19	17	1	2	60	1	4823.950831	0	2	0
59	19	20	1	4	60	1	5002.607563	0	4	0
60	20	18	1	4	60	1	23403.47319	0	4	0
61	20	19	1	4	60	1	5002.607563	0	4	0
62	20	21	1	6	60	1	5059.91234	0	6	0
63	20	22	1	5	60	1	5075.697193	0	5	0
64	21	20	1	6	60	1	5059.91234	0	6	0
65	21	22	1	2	60	1	5229.910063	0	2	0
66	21	24	1	3	60	1	4885.357564	0	3	0
67	22	15	1	3	60	1	9599.180565	0	3	0
68	22	20	1	5	60	1	5075.697193	0	5	0
69	22	21	1	2	60	1	5229.910063	0	2	0
70	22	23	1	4	60	1	5000	0	4	0
71	23	14	1	4	60	1	4924.790605	0	4	0
72	23	22	1	4	60	1	5000	0	4	0
73	23	24	1	2	60	1	5078.508436	0	2	0
74	24	13	1	4	60	1	5091.256152	0	4	0
75	24	21	1	3	60	1	4885.357564	0	3	0
76	24	23	1	2	60	1	5078.508436	0	2	0
